procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 194560 143440   5192 2251232    0    0  1376    10  754  217 34  1 61  1  3 2026-08-13 18:35:58
 1  0 194560 126304   5212 2269172    0    0  1804  1573  756  218 34  1 61  2  2 2026-08-13 18:36:08
 2  0 194560 110680   5236 2285988    0    0  1671    23  723  204 36  1 61  0  1 2026-08-13 18:36:18
 1  0 194560 148292   5252 2247836    0    0  1766    12  744  229 35  1 61  1  1 2026-08-13 18:36:28
 1  0 194560 119564   5260 2275772    0    0  1194    12  687  181 36  1 62  0  0 2026-08-13 18:36:38
 1  0 194560 157116   5276 2239612    0    0  1948  1584  720  209 37  1 60  2  0 2026-08-13 18:36:48
 1  0 194560 140864   5288 2259280    0    0  1964    13  739  219 35  1 62  1  1 2026-08-13 18:36:58
 1  0 194560 120956   5304 2276988    0    0  1766    13  731  206 36  1 62  0  1 2026-08-13 18:37:08
 1  0 194560 156120   5336 2241736    0    0  2048    28  723  215 37  1 61  0  0 2026-08-13 18:37:18
 1  0 194560 136212   5352 2260504    0    0  1879    20  730  218 36  1 62  1  0 2026-08-13 18:37:28
 2  0 194560 149064   5360 2247052    0    0  1539    11  677  169 36  1 62  0  0 2026-08-13 18:37:38
 1  0 194560 142800   5368 2257084    0    0  2078     7  725  219 37  1 61  0  0 2026-08-13 18:37:48
 1  0 194560 116844   5384 2276016    0    0  1894    19  730  222 36  1 62  1  0 2026-08-13 18:37:58
 1  0 194560 157048   5396 2242172    0    0  2150  1568  747  217 36  1 61  2  0 2026-08-13 18:38:08
 1  0 194560 138904   5420 2260312    0    0  1815    23  747  229 36  1 62  1  0 2026-08-13 18:38:18
 1  0 194560 154820   5428 2235984    0    0  1452     8  678  173 36  1 62  0  0 2026-08-13 18:38:28
 1  0 194560 725396   5448 1619576    0    0  1267  1586 1069  462 40 14 44  1  0 2026-08-13 18:38:38
 1  0 194560 712036   5456 1639580    0    0  1995     8  721  210 36  1 62  0  0 2026-08-13 18:38:48
 1  0 194560 689104   5472 1658792    0    0  1924    18  731  220 36  1 62  0  0 2026-08-13 18:38:58
 1  0 194560 676788   5488 1677840    0    0  1902     8  744  224 36  2 61  1  0 2026-08-13 18:39:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 194560 669536   5552 1700952    0    0  2306    57  821  319 36  2 61  1  0 2026-08-13 18:39:18
 1  0 194560 657720   5560 1727908    0    0  1104     8  699  192 36  1 62  0  0 2026-08-13 18:39:28
 1  0 194560 635292   5576 1748996    0    0  2102    17  721  209 37  2 62  0  0 2026-08-13 18:39:38
 1  0 194560 616896   5584 1767752    0    0  1878    20  796  293 36  2 62  0  0 2026-08-13 18:39:48
 1  0 194560 595476   5604 1789744    0    0  2196  1574  735  217 36  2 60  2  0 2026-08-13 18:39:58
 1  0 194560 580356   5612 1807592    0    0  1786     4  732  210 36  2 61  0  1 2026-08-13 18:40:08
 1  0 194560 545076   5636 1837956    0    0  1434    25  709  196 35  2 62  1  0 2026-08-13 18:40:18
 1  0 194560 529200   5656 1854544    0    0  1658  1579  776  232 34  1 58  2  4 2026-08-13 18:40:28
 1  0 194560 510804   5664 1873972    0    0  1946     8  743  222 35  2 62  1  0 2026-08-13 18:40:38
 1  0 194560 489132   5680 1893412    0    0  1950    11  720  210 36  2 62  0  0 2026-08-13 18:40:48
 1  0 194560 468468   5688 1913544    0    0  2012    20  721  206 35  1 63  0  0 2026-08-13 18:40:58
 1  0 194560 451080   5704 1932964    1    0  1940    11  735  211 36  2 62  0  0 2026-08-13 18:41:08
 1  0 194560 407736   5740 1962048    0    0  1311   440  701  195 36  2 61  1  0 2026-08-13 18:41:18
 1  0 194560 388080   5760 1980952    3    0  1886  1162  754  232 36  1 61  1  0 2026-08-13 18:41:28
 1  0 194560 372960   5768 2001572    0    0  2071    10  745  222 36  2 62  1  0 2026-08-13 18:41:38
 1  0 194560 349524   5784 2020916    0    0  1927    16  728  216 36  2 62  0  0 2026-08-13 18:41:48
 1  0 194560 329616   5792 2039696    0    0  1883    10  735  214 35  2 62  0  0 2026-08-13 18:41:58
 1  0 194560 308448   5812 2067472    0    0  1184   424  702  176 35  2 62  0  1 2026-08-13 18:42:08
 1  0 194560 287280   5840 2088348    0    0  2078  1174  766  240 35  2 61  3  0 2026-08-13 18:42:18
 1  0 194560 271656   5856 2104632    0    0  1636    12  750  237 36  2 62  1  0 2026-08-13 18:42:28
 1  0 194560 254016   5864 2122988    0    0  1827    11  734  220 36  2 62  1  0 2026-08-13 18:42:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 194560 231336   5880 2143244    0    0  2031    20  732  216 36  2 62  1  0 2026-08-13 18:42:48
 1  0 194560 211932   5888 2161808    0    0  1831    13  717  202 36  1 62  0  0 2026-08-13 18:42:58
 1  0 194560 176400   5896 2191268    0    0  1367     8  715  189 36  1 62  1  0 2026-08-13 18:43:08
 1  0 194560 165816   5928 2210088    0    0  1876    36  826  321 36  1 62  1  0 2026-08-13 18:43:18
 1  0 194560 142128   5948 2229616    0    0  1959  1584  740  231 36  1 61  1  0 2026-08-13 18:43:28
 1  0 194560 126504   5968 2249904    0    0  2021    17  736  219 36  1 62  1  0 2026-08-13 18:43:38
 1  0 194560 106344   5976 2268116    0    0  1824    11  720  209 36  1 62  0  0 2026-08-13 18:43:48
 1  0 194560 146912   5992 2241116    0    0  1216    16  693  179 36  1 61  0  0 2026-08-13 18:43:58
 1  0 194560 130280   6004 2255484    0    0  1446  1575  955  257 28  1 52  2 17 2026-08-13 18:44:08
 1  0 194560 118184   6028 2271592    0    0  1599    22  817  263 34  1 60  0  4 2026-08-13 18:44:18
 1  0 194560 153280   6036 2235468    0    0  1960     4  792  280 36  1 62  0  0 2026-08-13 18:44:28
 1  0 194560 131608   6052 2257816    0    0  2236    30  736  214 36  1 62  1  0 2026-08-13 18:44:38
 1  0 194560 110692   6060 2277388    0    0  1951     9  750  231 35  1 62  1  0 2026-08-13 18:44:48
 1  0 194560 134096   6076 2250560    0    0  1274    11  681  176 36  1 62  0  0 2026-08-13 18:44:58
 1  0 194560 109076   6084 2269208    0    0  1869    10  729  205 36  1 61  0  1 2026-08-13 18:45:08
 1  0 194560 142312   6116 2249240    0    0  1969    30  740  227 36  1 61  1  1 2026-08-13 18:45:18
 1  0 194560 121396   6136 2269144    0    0  1993  1574  725  213 36  1 60  2  0 2026-08-13 18:45:28
 1  0 194560 149704   6152 2236008    0    0  2193    11  754  246 36  1 62  0  0 2026-08-13 18:45:38
 1  0 194560 121480   6168 2264348    2    0  1244    39  696  197 36  1 62  0  0 2026-08-13 18:45:48
 1  0 194560 163660   6176 2228708    0    0  1845  1571  738  218 36  1 60  2  0 2026-08-13 18:45:58
 1  0 194560 139496   6196 2246956    0    0  1828    13  749  219 36  1 61  1  0 2026-08-13 18:46:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 194560 125132   6220 2266092    0    0  1906    24  730  222 37  1 61  1  0 2026-08-13 18:46:18
 1  0 194560 158640   6236 2230620    0    0  2014    18  738  226 36  1 62  1  0 2026-08-13 18:46:28
 1  0 194560 140748   6244 2250928    0    0  2027    10  719  205 37  1 62  0  0 2026-08-13 18:46:38
 1  0 194560 172888   6260 2228080    0    0  1466    12  719  200 36  1 61  1  0 2026-08-13 18:46:48
 1  0 194560 152476   6268 2248920    0    0  2091    17  720  204 36  1 62  0  0 2026-08-13 18:46:58
 1  0 194560 129712   6284 2268156    0    0  1916    12  750  228 36  1 62  1  0 2026-08-13 18:47:08
 1  0 194560 108696   6320 2286164    0    0  1806  1589  734  219 36  1 60  2  0 2026-08-13 18:47:18
 1  0 194560 144724   6336 2249448    0    0  1909    13  728  221 37  1 62  0  0 2026-08-13 18:47:28
 1  0 194560 114756   6344 2279832    0    0  1444    19  699  187 36  1 62  0  0 2026-08-13 18:47:38
 1  0 194560 147652   6364 2255588    0    0  2002  1576  727  213 36  1 60  2  0 2026-08-13 18:47:48
 1  0 194560 127492   6372 2276360    0    0  2079    10  729  210 36  1 62  0  0 2026-08-13 18:47:58
 1  0 194560 108088   6388 2295440    0    0  1901    18  722  210 37  1 61  0  0 2026-08-13 18:48:08
 1  0 194560 136128   6412 2260624    0    0  2142    28  731  221 36  1 61  1  0 2026-08-13 18:48:18
 1  0 194560 160960   6420 2234512    0    0  1357     9  693  190 36  1 62  0  0 2026-08-13 18:48:28
 2  0 194560 142592   6436 2253656    0    0  1906    20  734  222 37  1 61  1  0 2026-08-13 18:48:38
 1  0 194560 748112   6444 1628316    0    0  1712    13 1070  473 38 13 48  1  0 2026-08-13 18:48:48
 1  0 194560 737780   6464 1645664    0    0  1732  1585  720  205 36  2 60  2  1 2026-08-13 18:48:58
 0  1 194560 720392   6472 1663920    0    0  1827     6  732  203 36  1 61  0  1 2026-08-13 18:49:08
 1  0 194560 700988   6520 1683060    0    0  1909    30  761  247 35  1 62  1  0 2026-08-13 18:49:18
 1  0 194560 687152   6528 1712260    0    0  1363    11  700  194 36  1 62  0  0 2026-08-13 18:49:28
 1  0 194560 669512   6544 1734196    0    0  2186    22  737  219 35  2 62  0  0 2026-08-13 18:49:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 194560 644060   6552 1752608    0    0  1840     8  804  296 36  1 62  0  0 2026-08-13 18:49:48
 1  0 194560 630956   6568 1771500    0    0  1889  1571  729  209 36  2 60  2  0 2026-08-13 18:49:58
 1  0 194560 610544   6576 1789740    0    0  1830    17  754  218 35  1 62  1  1 2026-08-13 18:50:08
 1  0 194560 574004   6608 1816120    0    0  1604    22  700  188 35  2 62  0  0 2026-08-13 18:50:18
 1  0 194560 553844   6616 1841060    0    0  1933     5  727  217 35  2 62  0  0 2026-08-13 18:50:28
 1  0 194560 533180   6640 1859532    0    0  1844  1586  730  213 36  2 61  1  0 2026-08-13 18:50:38
 1  0 194560 517052   6656 1875660    1    0  1622    11  722  214 36  2 62  0  0 2026-08-13 18:50:48
 1  0 194560 505712   6664 1888760    0    0  1305     9  713  203 36  1 62  0  0 2026-08-13 18:50:58
 1  0 194560 489080   6680 1903024    0    0  1428    14  740  221 36  2 62  1  0 2026-08-13 18:51:08
 1  0 194560 453304   6712 1927064    0    0   804    27  777  278 35  2 61  1  0 2026-08-13 18:51:18
 1  0 194560 434404   6728 1941216    0    0  1408    11  722  213 36  1 62  1  0 2026-08-13 18:51:28
 1  0 194560 426340   6736 1954548    0    0  1339    10  728  214 36  2 62  1  0 2026-08-13 18:51:38
 1  0 194560 418276   6752 1967628    0    0  1308  1582  740  230 36  2 60  2  0 2026-08-13 18:51:48
 2  0 194560 401896   6760 1981192    0    0  1352    11  749  229 36  2 61  1  1 2026-08-13 18:51:58
 1  0 194560 382240   6776 2005628    0    0   846    12  697  177 35  2 62  0  0 2026-08-13 18:52:08
 1  0 194560 370648   6800 2018252    0    0  1262    30  729  218 36  1 62  0  0 2026-08-13 18:52:18
 1  0 194560 355780   6816 2032996    0    0  1476  1581  727  211 36  2 61  1  0 2026-08-13 18:52:28
 1  0 194560 336628   6824 2047548    0    0  1454    12  732  218 36  1 62  0  0 2026-08-13 18:52:38
 1  0 194560 321004   6840 2061628    0    0  1405    12  728  216 36  2 62  0  0 2026-08-13 18:52:48
 1  0 194560 305884   6848 2077356    0    0  1572    11  711  197 36  1 62  0  0 2026-08-13 18:52:58
 1  0 194560 282196   6864 2105268    0    0  1192    19  704  184 36  2 62  0  0 2026-08-13 18:53:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 194560 263296   6888 2123516    0    0  1829  1590  736  218 36  2 60  2  0 2026-08-13 18:53:18
 1  0 194560 247420   6904 2139120    0    0  1558    14  727  221 36  1 62  0  0 2026-08-13 18:53:28
 1  0 194560 234820   6912 2154824    0    0  1574    13  732  218 36  2 62  1  0 2026-08-13 18:53:38
 1  0 194560 215416   6920 2170224    0    0  1536    12  739  221 36  2 61  0  0 2026-08-13 18:53:48
 1  0 194560 188200   6936 2196784    0    0  1062    24  696  180 36  2 62  0  0 2026-08-13 18:53:58
 1  0 194560 170308   6944 2213492    0    0  1666  1576  753  219 36  1 60  2  0 2026-08-13 18:54:08
 1  0 194560 161488   6976 2227212    0    0  1376    26  756  248 36  1 62  1  1 2026-08-13 18:54:18
 1  0 194560 141076   6984 2242760    0    0  1549     5  732  218 36  1 62  0  1 2026-08-13 18:54:28
 1  0 194560 130744   7000 2259476    0    0  1675    14  732  217 36  1 61  1  0 2026-08-13 18:54:38
 1  0 194560 112096   7008 2275952    0    0  1314    17  726  205 36  1 62  0  0 2026-08-13 18:54:48
 1  0 194560 138140   7024 2244960    0    0  1213  1591  719  199 36  1 61  1  0 2026-08-13 18:54:58
 1  0 194560 123272   7032 2259120    0    0  1413     9  743  210 36  1 62  0  1 2026-08-13 18:55:08
 1  0 194560 155584   7064 2219436    0    0  1596    26  736  217 36  1 62  0  0 2026-08-13 18:55:18
 1  0 194560 145348   7072 2234580    0    0  1525    11  746  231 36  1 61  0  1 2026-08-13 18:55:28
 1  0 194560 124684   7088 2251796    0    0  1712    22  735  218 37  1 61  1  0 2026-08-13 18:55:38
 1  0 194560 157248   7104 2223128    0    0  1043   426  725  219 36  2 61  0  0 2026-08-13 18:55:48
 1  0 194560 141624   7120 2238588    0    0  1550  1190  777  260 36  1 61  1  1 2026-08-13 18:55:58
 1  0 194560 126504   7136 2253288    0    0  1470    11  803  275 37  1 61  1  1 2026-08-13 18:56:08
 1  0 194560 110628   7160 2267888    0    0  1455    23  738  223 37  1 61  1  0 2026-08-13 18:56:18
 1  0 194560 152248   7176 2230424    0    0  1742    17  737  221 36  1 62  1  0 2026-08-13 18:56:28
 1  0 194560 137128   7184 2246288    0    0  1582    18  717  206 36  1 62  0  0 2026-08-13 18:56:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 194560 156156   7200 2219724    0    0  1091   833  702  193 36  1 61  2  0 2026-08-13 18:56:48
 1  0 194560 140560   7208 2235092    0    0  1532   752  731  217 37  1 61  1  0 2026-08-13 18:56:58
 1  0 194560 133000   7224 2251448    0    0  1639    12  743  211 36  1 62  0  1 2026-08-13 18:57:08
 1  0 194560 116156   7248 2265824    0    0  1433    24  739  229 36  1 62  1  0 2026-08-13 18:57:18
 1  0 194560 147960   7264 2227112    0    0  1682    19  755  233 35  1 62  1  1 2026-08-13 18:57:28
 1  0 194560 126540   7272 2253376    0    0  1043    12  687  178 37  1 61  0  0 2026-08-13 18:57:38
 1  0 194560 153512   7288 2228832    0    0  1536    13  732  218 37  1 61  1  0 2026-08-13 18:57:48
 1  0 194560 137412   7296 2245448    0    0  1653    16  737  214 36  1 62  1  0 2026-08-13 18:57:58
 1  0 194560 127080   7312 2261680    0    0  1626  1574  743  213 36  1 61  1  0 2026-08-13 18:58:08
 1  0 194560 109692   7336 2276472    0    0  1476    24  738  221 36  1 62  1  0 2026-08-13 18:58:18
 1  0 194560 144880   7352 2239200    0    0  1439    17  725  212 36  1 62  0  0 2026-08-13 18:58:28
 2  0 194560 115648   7360 2265640    0    0  1426    12  709  198 36  1 62  0  0 2026-08-13 18:58:38
 1  0 194560 146548   7376 2241432    0    0  1545    14  724  215 36  1 61  1  0 2026-08-13 18:58:48
 1  1 194560 773828   7380 1599736    0    0  1206   681 1041  459 40 12 47  1  0 2026-08-13 18:58:58
 1  0 194560 757952   7396 1615784    0    0  1605   906  842  311 35  2 60  2  0 2026-08-13 18:59:08
 1  0 194560 735776   7452 1630336    0    0  1442    32  762  250 35  1 61  2  0 2026-08-13 18:59:18
 1  0 194560 717184   7460 1656532    0    0  1060     4  788  293 36  2 62  0  0 2026-08-13 18:59:28
 0  1 194560 708672   7476 1673736    0    0  1724    29  723  209 36  2 62  0  0 2026-08-13 18:59:38
 1  0 194560 693552   7484 1689740    0    0  1599     8  725  215 36  2 62  1  0 2026-08-13 18:59:48
 1  0 194560 676920   7500 1704984    0    0  1521  1573  729  214 35  2 60  3  0 2026-08-13 18:59:58
 1  0 194560 661296   7508 1720108    0    0  1518     9  742  212 35  1 62  0  1 2026-08-13 19:00:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0 194560 646932   7532 1736016    0    0  1592    28  740  223 35  2 62  1  1 2026-08-13 19:00:18
 1  0 194560 622996   7548 1762780    0    0  1090    11  700  191 35  2 62  1  0 2026-08-13 19:00:28
 1  0 194560 610648   7556 1779012    0    0  1621   426  741  220 36  1 62  1  0 2026-08-13 19:00:38
 1  0 194560 595780   7572 1794768    0    0  1572  1163  749  235 36  1 61  1  0 2026-08-13 19:00:48
 1  0 194560 579400   7588 1811364    0    0  1662    12  751  228 35  1 62  1  0 2026-08-13 19:00:58
 1  0 194560 562012   7596 1827036    0    0  1570     9  746  217 35  1 62  0  1 2026-08-13 19:01:08
 1  0 194560 546136   7628 1845004    0    0  1456    27  720  203 36  2 61  0  1 2026-08-13 19:01:18
 1  0 194560 520936   7644 1871392    1    0  1373    12  707  198 36  2 62  0  0 2026-08-13 19:01:28
 1  0 194560 501280   7660 1889832    0    0  1854    12  733  216 36  2 62  0  0 2026-08-13 19:01:38
 1  0 194560 485404   7668 1905540    0    0  1567   429  752  234 36  2 61  1  0 2026-08-13 19:01:48
 1  0 194560 471544   7684 1918432    0    0  1290  1163  739  217 35  1 61  2  1 2026-08-13 19:01:58
 1  0 194560 459700   7700 1930612    0    0  1221    12  751  216 35  1 61  1  2 2026-08-13 19:02:08
 1  0 194560 435256   7724 1958412    0    0  1166    24  696  183 36  2 62  0  0 2026-08-13 19:02:18
 1  0 194560 419128   7740 1974264    0    0  1594    20  724  210 36  2 62  1  0 2026-08-13 19:02:28
 1  0 194560 400480   7748 1992304    0    0  1801    11  721  206 36  2 62  0  0 2026-08-13 19:02:38
 1  0 194560 376792   7764 2012232    0    0  1992  1576  732  222 36  2 60  2  0 2026-08-13 19:02:48
 1  0 194560 357640   7772 2032860    0    0  2058    10  747  229 36  2 62  1  0 2026-08-13 19:02:58
 1  0 194560 340756   7788 2049980    0    0  1712    16  732  203 36  1 61  1  0 2026-08-13 19:03:08
 1  0 194560 311524   7820 2081108    0    0  1508    27  781  281 35  2 62  0  0 2026-08-13 19:03:18
 1  0 194560 287332   7836 2099616    0    0  1854    12  720  216 37  2 61  0  0 2026-08-13 19:03:28
 1  0 194560 269692   7844 2121644    0    0  2198    12  736  221 36  2 62  0  0 2026-08-13 19:03:38
